hotel,arrival_date_year,arrival_date_month,market_segment,customer_type,deposit_type,lead_time_category,canceled_bookings,lost_revenue,avg_adr,avg_stay_duration
City Hotel,2017,July,Offline TA/TO,Transient-Party,No Deposit,365+ Days,14,3578.03,94.72,2.64
City Hotel,2017,July,Groups,Transient-Party,No Deposit,0-30 Days,1,160.0,80.0,2.0
City Hotel,2017,July,Offline TA/TO,Transient,No Deposit,181-365 Days,5,1505.0,92.26,3.2
City Hotel,2017,July,Groups,Transient,Non Refund,91-180 Days,1,140.0,140.0,1.0
City Hotel,2017,July,Corporate,Transient-Party,No Deposit,0-30 Days,2,199.0,99.5,1.0
City Hotel,2017,July,Direct,Transient,No Deposit,365+ Days,1,636.0,159.0,4.0
City Hotel,2017,July,Corporate,Transient,No Deposit,31-90 Days,1,80.0,80.0,1.0
City Hotel,2017,July,Direct,Transient,No Deposit,0-30 Days,7,1860.0,163.78,1.86
City Hotel,2017,July,Aviation,Transient,No Deposit,0-30 Days,1,190.0,95.0,2.0
City Hotel,2017,July,Groups,Transient,Non Refund,181-365 Days,8,3300.0,110.0,3.75
City Hotel,2017,July,Groups,Transient,Non Refund,365+ Days,2,360.0,90.0,2.0
City Hotel,2017,July,Direct,Transient,No Deposit,31-90 Days,6,2437.99,139.6,2.83
City Hotel,2017,July,Online TA,Transient,Refundable,0-30 Days,2,748.01,146.33,2.5
City Hotel,2017,July,Direct,Transient-Party,No Deposit,0-30 Days,1,160.0,80.0,2.0
City Hotel,2017,July,Online TA,Transient,Non Refund,0-30 Days,1,135.0,135.0,1.0
City Hotel,2017,July,Offline TA/TO,Transient,No Deposit,0-30 Days,1,659.2,164.8,4.0
City Hotel,2017,July,Direct,Transient,Refundable,31-90 Days,1,279.0,139.5,2.0
City Hotel,2017,July,Online TA,Transient,Refundable,91-180 Days,1,400.0,100.0,4.0
City Hotel,2017,July,Direct,Transient-Party,No Deposit,91-180 Days,2,2205.0,122.5,9.0
City Hotel,2017,July,Online TA,Transient,Refundable,181-365 Days,1,1953.0,139.5,14.0
City Hotel,2017,August,Groups,Transient,Non Refund,365+ Days,1,90.0,90.0,1.0
City Hotel,2017,August,Online TA,Transient,No Deposit,0-30 Days,78,36728.87,175.11,2.58
City Hotel,2017,August,Direct,Transient,No Deposit,0-30 Days,22,7612.4,134.25,2.23
City Hotel,2017,August,Online TA,Transient,No Deposit,31-90 Days,170,90307.27,164.37,3.22
City Hotel,2017,August,Online TA,Transient,No Deposit,181-365 Days,282,163599.26,133.62,4.34
City Hotel,2017,August,Online TA,Transient,No Deposit,91-180 Days,305,195462.29,154.84,4.12
City Hotel,2017,August,Direct,Transient,No Deposit,91-180 Days,20,12590.24,146.14,4.25
City Hotel,2017,August,Online TA,Transient,Refundable,91-180 Days,1,838.8,209.7,4.0
City Hotel,2017,August,Offline TA/TO,Transient,No Deposit,181-365 Days,9,4950.73,101.75,5.33
City Hotel,2017,August,Groups,Transient-Party,No Deposit,181-365 Days,3,902.0,106.42,3.0
City Hotel,2017,August,Groups,Transient-Party,No Deposit,0-30 Days,3,323.6,107.87,1.0
City Hotel,2017,August,Offline TA/TO,Transient,No Deposit,91-180 Days,18,6724.48,87.84,4.33
City Hotel,2017,August,Direct,Transient-Party,No Deposit,31-90 Days,2,2912.0,112.0,13.0
City Hotel,2017,August,Online TA,Transient,No Deposit,365+ Days,1,237.5,118.75,2.0
City Hotel,2017,August,Direct,Transient,No Deposit,31-90 Days,13,4937.57,140.44,2.62
City Hotel,2017,August,Offline TA/TO,Transient,No Deposit,0-30 Days,1,144.5,144.5,1.0
City Hotel,2017,August,Direct,Transient,No Deposit,181-365 Days,9,3791.42,128.88,3.33
City Hotel,2017,August,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,2,428.01,101.34,2.0
City Hotel,2017,August,Offline TA/TO,Transient,Non Refund,365+ Days,3,270.0,90.0,1.0
City Hotel,2017,August,Groups,Transient-Party,No Deposit,91-180 Days,1,114.75,114.75,1.0
City Hotel,2017,August,Aviation,Transient,No Deposit,0-30 Days,1,160.0,80.0,2.0
City Hotel,2017,August,Offline TA/TO,Transient-Party,No Deposit,365+ Days,12,2996.03,91.01,2.67
City Hotel,2017,August,Offline TA/TO,Transient,No Deposit,31-90 Days,2,1373.4,98.1,7.0
City Hotel,2017,August,Offline TA/TO,Transient,Non Refund,181-365 Days,1,360.0,90.0,4.0
City Hotel,2017,August,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,5,2025.0,117.0,3.4
City Hotel,2017,August,Direct,Group,No Deposit,0-30 Days,1,318.0,318.0,1.0
City Hotel,2017,August,Groups,Transient,Non Refund,91-180 Days,1,280.0,140.0,2.0
City Hotel,2017,August,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,1,130.0,130.0,1.0
City Hotel,2017,August,Offline TA/TO,Transient,No Deposit,365+ Days,1,240.3,80.1,3.0
City Hotel,2015,July,Groups,Transient-Party,No Deposit,181-365 Days,13,2230.4,62.18,2.77
City Hotel,2015,August,Groups,Transient-Party,No Deposit,181-365 Days,13,2705.6,61.69,3.38
City Hotel,2015,July,Groups,Contract,No Deposit,181-365 Days,9,1116.0,62.0,2.0
City Hotel,2015,September,Groups,Transient-Party,No Deposit,181-365 Days,9,1903.6,61.6,3.44
City Hotel,2015,July,Groups,Contract,Non Refund,181-365 Days,2,248.0,62.0,2.0
City Hotel,2015,August,Groups,Contract,Non Refund,181-365 Days,9,1116.0,62.0,2.0
City Hotel,2015,September,Groups,Contract,Non Refund,181-365 Days,8,992.0,62.0,2.0
City Hotel,2015,October,Groups,Contract,Non Refund,181-365 Days,5,620.0,62.0,2.0
City Hotel,2015,October,Groups,Contract,Non Refund,365+ Days,3,372.0,62.0,2.0
City Hotel,2015,July,Online TA,Transient-Party,No Deposit,181-365 Days,4,994.5,76.5,3.25
City Hotel,2015,October,Groups,Transient,Non Refund,181-365 Days,6,729.6,60.8,2.0
City Hotel,2015,September,Offline TA/TO,Transient,Non Refund,181-365 Days,8,1353.0,66.13,2.38
City Hotel,2015,August,Offline TA/TO,Transient,No Deposit,181-365 Days,1,186.18,93.09,2.0
City Hotel,2015,August,Online TA,Transient,No Deposit,181-365 Days,4,1768.72,71.37,6.25
City Hotel,2015,October,Groups,Transient,No Deposit,181-365 Days,2,150.0,25.0,3.0
City Hotel,2015,August,Groups,Transient,No Deposit,91-180 Days,3,48.0,8.0,2.33
City Hotel,2015,September,Offline TA/TO,Transient-Party,Non Refund,181-365 Days,5,861.0,98.1,1.8
City Hotel,2015,October,Offline TA/TO,Transient-Party,Non Refund,181-365 Days,5,861.0,98.1,1.8
City Hotel,2015,September,Online TA,Transient-Party,No Deposit,181-365 Days,3,1045.5,86.42,4.0
City Hotel,2015,September,Online TA,Transient,No Deposit,181-365 Days,4,1695.75,89.25,4.75
City Hotel,2015,July,Online TA,Transient,No Deposit,181-365 Days,9,3978.76,75.89,5.78
City Hotel,2015,September,Offline TA/TO,Transient,No Deposit,181-365 Days,4,486.39,52.53,2.25
City Hotel,2015,September,Groups,Transient,Non Refund,181-365 Days,10,5090.0,151.0,3.2
City Hotel,2015,July,Groups,Transient,No Deposit,91-180 Days,10,1418.0,61.05,2.4
City Hotel,2015,August,Direct,Transient-Party,No Deposit,91-180 Days,1,180.0,90.0,2.0
City Hotel,2015,July,Offline TA/TO,Transient,No Deposit,181-365 Days,2,449.0,91.75,2.5
City Hotel,2015,July,Groups,Transient-Party,Non Refund,181-365 Days,15,2052.0,64.27,2.13
City Hotel,2015,August,Groups,Transient-Party,Non Refund,181-365 Days,14,1708.0,61.0,2.0
City Hotel,2015,September,Groups,Transient-Party,Non Refund,181-365 Days,9,1234.0,63.78,2.11
City Hotel,2015,October,Groups,Transient-Party,Non Refund,181-365 Days,3,502.0,69.33,2.33
City Hotel,2015,August,Offline TA/TO,Transient-Party,Non Refund,181-365 Days,1,203.0,101.5,2.0
City Hotel,2015,July,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,1,203.0,101.5,2.0
City Hotel,2015,July,Groups,Transient-Party,Non Refund,91-180 Days,1,258.0,86.0,3.0
City Hotel,2015,August,Groups,Transient-Party,Non Refund,91-180 Days,2,516.0,86.0,3.0
City Hotel,2015,October,Groups,Transient,Non Refund,365+ Days,2,244.0,61.0,2.0
City Hotel,2015,December,Groups,Transient,Non Refund,365+ Days,2,366.0,61.0,3.0
City Hotel,2015,October,Complementary,Transient,No Deposit,0-30 Days,5,0.0,0.0,1.2
City Hotel,2015,August,Online TA,Transient-Party,No Deposit,181-365 Days,1,153.0,76.5,2.0
City Hotel,2015,October,Corporate,Transient,No Deposit,0-30 Days,5,649.5,80.7,1.4
City Hotel,2015,November,Groups,Transient,Non Refund,181-365 Days,1,188.4,62.8,3.0
City Hotel,2015,November,Complementary,Transient,No Deposit,0-30 Days,4,0.0,0.0,1.25
City Hotel,2015,September,Corporate,Group,No Deposit,0-30 Days,1,152.0,152.0,1.0
City Hotel,2015,October,Online TA,Contract,No Deposit,0-30 Days,41,16510.26,130.67,3.05
City Hotel,2015,November,Offline TA/TO,Transient,No Deposit,31-90 Days,4,923.99,63.83,3.5
City Hotel,2015,September,Corporate,Transient,Non Refund,0-30 Days,4,760.0,95.0,2.0
City Hotel,2015,December,Online TA,Transient,No Deposit,31-90 Days,24,13054.0,105.38,5.46
City Hotel,2015,October,Offline TA/TO,Transient,Non Refund,0-30 Days,2,510.0,85.0,3.0
City Hotel,2015,October,Direct,Transient,No Deposit,0-30 Days,21,6001.94,120.85,2.33
City Hotel,2015,September,Online TA,Group,No Deposit,0-30 Days,2,938.63,150.92,3.5
City Hotel,2015,September,Groups,Transient,Non Refund,0-30 Days,4,760.0,190.0,1.0
City Hotel,2015,October,Groups,Transient,Non Refund,0-30 Days,5,1266.0,81.2,3.0
City Hotel,2015,October,Offline TA/TO,Transient,Non Refund,31-90 Days,1,210.0,70.0,3.0
City Hotel,2015,October,Groups,Transient-Party,No Deposit,0-30 Days,4,1058.7,88.23,3.0
City Hotel,2016,January,Online TA,Contract,No Deposit,91-180 Days,4,1713.57,101.38,4.25
City Hotel,2015,October,Online TA,Transient-Party,No Deposit,181-365 Days,1,178.5,89.25,2.0
City Hotel,2015,October,Direct,Transient-Party,No Deposit,0-30 Days,1,85.5,85.5,1.0
City Hotel,2016,July,Corporate,Transient,No Deposit,31-90 Days,1,65.0,65.0,1.0
City Hotel,2015,October,Offline TA/TO,Group,No Deposit,0-30 Days,3,1020.0,181.67,2.33
City Hotel,2015,December,Online TA,Contract,No Deposit,31-90 Days,21,11387.82,114.74,4.76
City Hotel,2015,November,Online TA,Contract,No Deposit,0-30 Days,21,7947.64,96.33,4.0
City Hotel,2015,November,Direct,Transient,No Deposit,0-30 Days,14,7799.96,84.36,6.21
City Hotel,2015,November,Online TA,Transient,No Deposit,0-30 Days,13,5824.58,96.53,4.77
City Hotel,2015,October,Complementary,Transient,No Deposit,31-90 Days,1,0.0,0.0,1.0
City Hotel,2015,December,Complementary,Transient,No Deposit,0-30 Days,1,0.0,0.0,1.0
City Hotel,2016,January,Online TA,Contract,No Deposit,31-90 Days,3,1817.9,105.69,6.0
City Hotel,2016,December,Offline TA/TO,Transient,Non Refund,365+ Days,1,225.0,75.0,3.0
City Hotel,2016,February,Online TA,Contract,No Deposit,91-180 Days,6,1631.4,87.1,3.17
City Hotel,2016,January,Groups,Transient,Non Refund,91-180 Days,1,140.0,70.0,2.0
City Hotel,2015,November,Corporate,Transient,Non Refund,0-30 Days,1,190.0,95.0,2.0
City Hotel,2016,April,Corporate,Transient-Party,No Deposit,31-90 Days,2,130.0,65.0,1.0
City Hotel,2015,November,Corporate,Transient,No Deposit,0-30 Days,6,390.0,65.0,1.0
City Hotel,2015,December,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,1,210.0,70.0,3.0
City Hotel,2015,December,Offline TA/TO,Transient,Non Refund,31-90 Days,3,580.0,96.67,2.0
City Hotel,2015,November,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,2,292.0,73.0,2.0
City Hotel,2016,November,Online TA,Group,No Deposit,181-365 Days,1,91.0,91.0,1.0
City Hotel,2015,December,Groups,Transient,Non Refund,31-90 Days,2,310.0,77.5,2.0
City Hotel,2015,December,Offline TA/TO,Transient,No Deposit,31-90 Days,4,976.3,68.03,4.0
City Hotel,2015,December,Online TA,Contract,No Deposit,0-30 Days,9,1916.52,100.2,2.11
City Hotel,2015,December,Offline TA/TO,Contract,No Deposit,0-30 Days,1,256.8,85.6,3.0
City Hotel,2015,November,Offline TA/TO,Transient,No Deposit,0-30 Days,4,542.2,71.05,2.0
City Hotel,2015,December,Offline TA/TO,Transient,Non Refund,0-30 Days,1,180.0,90.0,2.0
City Hotel,2015,November,Corporate,Transient-Party,No Deposit,0-30 Days,1,62.0,62.0,1.0
City Hotel,2017,March,Complementary,Transient,No Deposit,0-30 Days,1,79.0,79.0,1.0
City Hotel,2015,December,Online TA,Transient-Party,No Deposit,31-90 Days,3,1392.3,77.35,6.0
City Hotel,2016,November,Online TA,Contract,No Deposit,365+ Days,1,243.0,81.0,3.0
City Hotel,2015,December,Direct,Transient,No Deposit,31-90 Days,10,8281.03,122.1,7.1
City Hotel,2015,December,Corporate,Transient-Party,No Deposit,0-30 Days,5,754.34,58.96,2.6
City Hotel,2015,November,Groups,Transient-Party,No Deposit,0-30 Days,3,484.0,48.67,2.67
City Hotel,2015,December,Offline TA/TO,Transient,No Deposit,0-30 Days,8,2410.5,75.67,3.88
City Hotel,2015,November,Direct,Group,No Deposit,0-30 Days,1,170.0,85.0,2.0
City Hotel,2015,December,Direct,Transient-Party,No Deposit,31-90 Days,3,243.0,81.0,1.0
City Hotel,2015,November,Offline TA/TO,Contract,No Deposit,0-30 Days,1,110.0,55.0,2.0
City Hotel,2016,March,Direct,Transient,No Deposit,91-180 Days,1,576.0,144.0,4.0
City Hotel,2016,January,Groups,Transient,Non Refund,31-90 Days,4,320.0,80.0,1.0
City Hotel,2015,December,Groups,Transient-Party,No Deposit,31-90 Days,1,186.0,62.0,3.0
City Hotel,2015,December,Corporate,Transient,No Deposit,31-90 Days,2,130.0,65.0,1.0
City Hotel,2015,December,Direct,Group,No Deposit,31-90 Days,1,415.0,83.0,5.0
City Hotel,2015,December,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,3,210.0,23.33,2.33
City Hotel,2015,December,Online TA,Transient-Party,No Deposit,181-365 Days,1,433.5,72.25,6.0
City Hotel,2015,December,Offline TA/TO,Group,No Deposit,31-90 Days,2,778.2,129.7,3.0
City Hotel,2016,February,Offline TA/TO,Transient,Non Refund,91-180 Days,4,900.0,75.0,3.0
City Hotel,2015,December,Direct,Transient-Party,No Deposit,0-30 Days,2,1004.08,71.72,7.0
City Hotel,2015,December,Offline TA/TO,Transient,No Deposit,91-180 Days,1,210.0,70.0,3.0
City Hotel,2015,December,Groups,Transient,No Deposit,0-30 Days,1,290.0,72.5,4.0
City Hotel,2016,May,Offline TA/TO,Transient,Non Refund,91-180 Days,1,242.0,121.0,2.0
City Hotel,2017,August,Complementary,Transient,No Deposit,0-30 Days,1,0.0,0.0,1.0
City Hotel,2016,August,Complementary,Transient,No Deposit,0-30 Days,1,0.0,0.0,1.0
City Hotel,2016,November,Direct,Transient-Party,No Deposit,181-365 Days,2,122.6,61.3,1.0
City Hotel,2017,May,Complementary,Transient-Party,No Deposit,0-30 Days,1,0.0,0.0,1.0
City Hotel,2017,July,Complementary,Transient,No Deposit,0-30 Days,1,0.0,0.0,1.0
City Hotel,2017,February,Aviation,Transient,No Deposit,0-30 Days,1,0.0,0.0,0.0
City Hotel,2017,August,Corporate,Transient,No Deposit,0-30 Days,1,130.0,65.0,2.0
